DECISION (H/M),YOUR_SCORE,ORIG_INDEX,STRING
human or machine,0.042,180,rssrppprppsprpsssrpprsrrsspspssrppssrrsppspsrrsrrppsprrsrpssprrrssprrprsrprspssrpsrppssspppsspsrrppssppprrspspspsprrsppspsrprpssrsrppsrsppsrpspprssrrpsrsrrrrsrrrssspssppprsrsrprspsrrsssrrpspppprppspsrssrpprrrrprpspssssssrrprsspspsprsprrsprpsppprsrrrrrsrppsssprrrprppppssprpprrrppsrrpsssrrrpprsrsrspss
human or machine,0.042,181,sprpsrpsrpsprsprpsprsprpsrpsprsprsprpsrpsrpsrpsprsprsprsprpsrpsrpsprsprsprsprpsrpsrpsrpsprsprpsrpsprsprprpsprsprspprsrpsrpsprsprsprsprpsprsprpsrpsprsprpsrpsprsprpsprsprpsrpsprsprpsrpsprsprpsrpsprsprpsrpsprsprpsrpsprsprpsrpsprsprpsrpsrpsprsprsprpsrpspsrpsrppsprsprpsprsprpsprsprpsrprspsprsprpsrsrprsps
human or machine,0.042,182,sssrprspsrppsspssrrssprpsspspppppprppsprsssprpsssrprrpprrrsssprrsprssppprsppprprrsrpprssrprspppspsppprrsrpprprrprrrrprpprrrprrssspppsprsprprpsrsrppsssssrpprsrpsprrpsssprsrpsspssprrpsssspppprsrrrssrrrpssrrprsprspppsrspssprrrprrpssprrpppspprsrpprsrrrsrpprrrsppprsprprsrsrrprrsrpsrspssrsprpsrrrpssrppprs
human or machine,0.042,183,prpprrsrsspsrrsrrsrspspprrpprsrspssprrsprsrprppsspprpsrsrrppsppprssppsrrrrrsprsrsssprrrpprprprssrsssrrpprssrppppprpspppprprrpsrrrrrprspsssrsrpppppprrpspppsrprsrssprspprrpssrssrrrrspppppsrsprprsspppspspsspppsrrrrrprsppsppsrsrrpsrrrrpspspsssssprrrsprsrpsrsrrsrrrprprrssrrpsrprpsrsrrspprrspprsspspsppspr
human or machine,0.042,184,spspssppspsrppprssppsrssrprrprspssrprrsprrppppsrrsssssrsrsrsrsrpssrrsprprprsppsspsppppprrrsrpppssppprpsspsrrrprsssprspppspsrpssspprspsrprrsppsrspsrssssprspsppssspprrssprrpspsrppssprsppsppssrppsrrpprsspsssprrsrrrsprrprpssspsppssrppsssprrssrrsppspppsprpsrssrrrsrrpsrsrppspprsssprpppprsspsrsrsrsrrsrppsp
human or machine,0.042,185,rrppsrppssrrrsprsssrrrpprsrsrrrprrpspsrpsspprsprrrpprprpsrpsrrprprssppsrsrssrspspspspprssprrpspppprssprprrsrsspssrsrpsrprpsrsrprrprrprsrrspspsppsrspsrrprpsrrrpsppsprpssrsrrrsspppsrsrppsrrprssrsprsprpsprrsrprsspsprrsrsspssprrsrsrssspppsssppsrsrspsssrpspprpssssssrprpsspssssrsrrssrrrpsssrrrpsssppssrssr
human or machine,0.042,186,rspppsrsrsrprprprsrprssprsprsrpsrpsrpsrpsprrrrrrrrrprprprprsrprprsspspspsprrprprpsprprpspsrsprsprsprpsrsprsrspppsrsrsrprprprsrprssprsprsrpsrpsrpsrpsprrrrrrrrrprprprprsrprprsspspspsprrprprpsprprpspsrsprsprsprpsrsprsrspppsrsrsrprprprsrprssprsprsrpsrpsrpsrpsprrrrrrrrrprprprprsrprprsspspspsprrprprpsprpr
human or machine,0.042,187,sprsprsprrsprsprsprsprsprsprsprsprsprsprpsrpsprprspsrprprsprprsppsprpsrprspsrpsprpsrpsprpsrprpsrpsrpsrrpsrpsrpsprsprsprrsprsprsprsprsprsprsprsprsprsprpsrpsprprspsrprprsprprsppsprpsrprspsrpsprpsrpsprpsrprpsrpsrpsrrpsrpsrpsprsprsprrsprsprsprsprsprsprsprsprsprsprpsrpsprprspsrprprsprprsppsprpsrprspsrpsp
human or machine,0.042,188,prspsprpsprpsrpsprpsrprpsrpprpsrprsprpsprpsrpsprpsrpsprpsrpsprpsprpsrppsrpsprrpsrpsprpsprrpspsrpsrprsprspprsprsprspsrpprsprsprsprpspsrprsprsppsrprspprsprspsrppsrpsrprpspsrprsprsprspprsprsprspprsprsprsppsrpsrprpsprspsrprpsprsprspprsprsprsprsppsrpsrprpsprpsprpsrprsprpsprrsprprspprsprsppsrprsprspsrprps
human or machine,0.042,189,psspprsspssspspspsrsrssspsrprrsrprpsspprpsrsprrrrsppppsssprrrprsspsppprpssrprprppprrspsrssrspsssssspsrssppprrsrppsprsprrsrrpsspsssrrrrsprsrsspspspppsrpprrrsrrpprprssspsppssrprrrppssprrprrprsrppssrrrrssrrrrrpprrpsrsrsspprsppppprrrrrsssprssppssrsssssrrsssssppsppprspsssprrssprpppssrrrrsrsprprpspprpssrs
human or machine,0.042,190,ssppspprsrrrprpprprppprpspprrrpsrprpsprsrpprspsppssrprsssspsrrppssrsprppssrsrsrpsrsrrppprrrpsssrspprppsprrspsssrrsrrrrpsrspsprrssrrppsprssppprpssspsrrsrspspsrsrprrpsspsrrsrpprprsrpprspprprrrppsrsrrrrsrspsppssrpprspsspppsrpspspsrrrprrssrrrsrssrrprsssrsprsrrrrsrsrrrspsrrssssssprprprrrrssrssrsrpsrpsprr
human or machine,0.042,191,prrrrpssrrrrsrsssprsrrrrpprrsrssrrprpprprpsspsrrpprrppssssrppppprpsppsprpspspprpsrrrpsssssrprprsrppspsspspprsssssrrsssppsprprsrpsprprspsrrprrssrrsrrrprsrpprsrsrrspsppprsspsrpprpprprsprppspssrsrprprssprrrrpspspprrppprrsrsspprsprrrssrsssspssrpspspppppprspppsspppsrrprsrrrspprppprrpprprsppssrppsspprrppr
human or machine,0.042,192,rpprpsprsprpsprsprpsprpsprpsrpsrpsprpsrppsprpsprpsprpprpsrppspsrprprspsprpspsrprpsrprspsrpsrpsrpsrpsrprpsprpsprprprspsrpsrpsrpsrpprspsrprsprspsrpsrpsrprpsrpsprsprsprspsprpsrpsrpsrpsrpsrppsrpsrprsprspppsprpppsrpprpspsrprpsrpsrpprpspsrprpsrprprsprpsrpsrpsrprspprspprspsrpsrpprsprprpsrprsprspprsprpprspr
human or machine,0.042,193,psrpsrppsrpsrpsrpsprsrpsrpsprsprpsrpsprpsrpsrpsrppsrpsrpsrpsprpsrpsprprpsrppsrpsprpsprpprprpsrpsrpsrpsrprsprprpsrpsrprsprsprspsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsprpsrpsrpsprpsrpsprpsprpsrppsrpsprpprpsprpsprpsprpsspprprprpspsprsprpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrppsrpsrpsrpsprsrpsrpsprsprpsrpsprpsrpsrpsr
human or machine,0.042,194,spsspsrprspsrpsprsppsrspsrpsrpsrprpsrprsprsprpsrpspprrprrpspspsssprsprpsprsprsprpsprsprsprpsrpsrpsprpsprpsrprsprpsrprprspsrpsprsprsprpsrppsrprsprprsprsprsprsprpsrpspprprsprsprpsrpsprpsrpsrpsprsrpsprsprrpsrpsrspsrpsrsprpsprrpsrsprprsprprsprpsrpsprsprsprsprprsprpsrprpspsrpsrpsrpsrprsprpsrprsprpsrprspr
human or machine,0.042,195,pssspspppppsrrprprppsprrsrsrrrrssssrrsrpsprrrspppssrpssrpsprpsrrrpsrrsprssrprrrrprpprspsprrpssrpsspssppprrppssprspsrrpsrpppsrrrrppssppsspsprpssppspspsspsssppsrpsppsspprpprprssssspsprpssprrrsppprprspprpspsppsssrpsssprprprpsrprsprpsrpsrrpsrsssppspssrrrppsprrsprprprpsspssspsspsrsrrppprppspsssrrpprpprps
human or machine,0.042,196,rprpprprpprprprprprprprprprprprprprprprpprprprprrprprprprprprprprpprprprprprprprprpprprprprprprprprprprprprprprprprprpprprpprprprprprprprprpprprprprprprprprprprprprprpprprprprprprprprprprpprprprprpprprprpprprprrprpprpprprprprpprrpprprpprprprprprprpprprprprprprprprpprprprppppppppppppppppppppppppppppp
human or machine,0.042,197,rpsspssrrspprrrpppppppppssrprprprprrprsrpprspprrrsrppsrsppprspspsrppsrsrpppspppsppsprspppspsprpssrrsrspspprrsprppsspprrrpprprpppprprsprpprprrrssrprpspssrprsprppssrsprsrsrsppsppspppsrsrrrrsrrrrppprrprpspprprssprrspsssppprrrprprrpssrrrspssrpssprrrsppsrssprsppprrrrprppprpssssppsrrsrprsrppprrrrrpsrsprpr
human or machine,0.042,198,spspspsrpsrpsrprsprspsprsprsprpsrrpspsrpspsrrprprppsspspspsrpsrpsrprsprspsprsprsprpsrrpspsrpspsrrprprppsspspspsrpsrpsrprsprspsprsprsprpsrrpspsrpspsrrprprppsspspspsrpsrpsrprsprspsprsprsprpsrrpspsrpspsrrprprppsspspspsrpsrpsrprsprspsprsprsprpsrrpspsrpspsrrprprppsspspspsrpsrpsrprsprspsprsprsprpsrrpspsrp
human or machine,0.042,199,rppspppspprsppsppsprprsprpsprpsrpsprsprpsprsprpsprsprpsprsprsprpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsprprpsrpsrpsprsprpsrpsprpsprsprpsprpsprpsrpsprpsprprsprspsrpsrpsrpsrpsrsrsrsrsrsrppsrprpsrppppsprpsrprspsrprspsrsrrsrsrpsprsprpsprppsprppsprpsprpsprsprpsprsprpspprsprpsrprpssprssssssrrrspsprpsprpsrpsprpspr
human or machine,0.042,200,rrsprppsrrsrspsrpssrrsrspprsrrsspssrprprsrrpppsrrrsrrrpppsprsppsssppsprrrsrrssrprrsrpssspprprsssssprsrsrsrpprssprssprprpspsrprspsprsssssprspssprrssrppssprppprrprrrrprsppsprrssppspprssspsrsppspsppsprrprpprpsrppprrsrrpprrppsrrpssrrrrsppssrrpssssrspsrrrrprsrpsrprpsrsprrrppprppsrprsssrprsrrsssrrrrspsrrs
human or machine,0.042,201,pspprrssprpprppsssrpssppsrssppprrsspprpspssrrsssrsrspppspprpsrsrprppsssrpprrrrrrpppsrprrpssrssprrpprrrrssrsprrsrrpspsprrspspsrspprsrrrrsrrpsrsprpspsprppsrppsppsrrppprprrpppssspprrpsrssrrspprprrppssppprsprsprrpsrprpsspsrsppsrsssprssrprrrssppsprsrspsrpspppprrprsprppsprpssspsrsrrssrppssrppsrsrrsrsrspsp
human or machine,0.042,202,rpsrprprsprsprsprsprspsrpsrprspsrpsrprspsrprprspsrsprrsprspsrpsrprsrsprsprsprsprsprsprsprspspspsprpsrpsprpsprsprpsprpsprspsprsprpsprsppspspsprsspsrprspprspsprpspspspspsprpsprpsprspsrpsrsprpsrprsprsprsppsrpsrrpsrsprsprsprsprsprsprsprsprsprprpsrsprsprsprsprsprsprspsrprspsrprsprsprsprsprpsrpsrsprsprspr
human or machine,0.042,203,srpsrrprsprrsprppsrrsssrsprsrpprsrpspprsprpsprrspsrpsrpspprpsprprprpsrprpsprpprsppprpppsssrpspsrpsrrprsprrsprppsrrsssrsprsrpprsrpspprsprpsprrspsrpsrpspprpsprprprpsrprpsprpprsppprpppsssrpspsrpsrrprsprrsprppsrrsssrsprsrpprsrpspprsprpsprrspsrpsrpspprpsprprprpsrprpsprpprsppprpppsssrpspsrpsrrprsprrsprpps
human or machine,0.042,204,psprprprsprsprsprpsrpsrpsrpsrpsprsprpsrpsprsprsprsprpsrpsrpsprsprpsrpsprsprpsrpsrsprpsprsprpsrpsrsprpsrpsprsprpsrpsprsprpsrpsprpsrpsrpsprpsrpsprsprpsrpsprsprpsrpsprsprpsrpsprsprpsrpsprpsrpsprsprpsrpsprpsrpsprpsprsprpsprsprpsrpsprspsprsprpsrpsprsprpsrpsprpsrpsprpsrpsprsprpsprsprpsrpsprpsrpsprpsrpsprp
human or machine,0.042,205,sprsprppsrsppsrpsprpsprpsprpsprpspprpsprspsprspsrsprpspprspsrppsprsprspspsprprspsprsprpspsrprprspsrppsprrsppsrpsprpprpsrppsrprspsrprspprsprpsprpsprsprsrppsrpsrpsrppsrprspsrprspsrprspprsrpsrpsrprspppsprprspsrprsprspsrpprsrsprssrpsrprppsrppprspspsrpprspsrpsrsrppsrpsrprspsrpsrppsrprsppsprpsprprprspsrpp
human or machine,0.042,206,sppspspsrpppsprprspprsprpsprppssrsrsprsprpsrpsprspsprsprpsrpsprpsprsprpsrpsprsprpsrprpsprpsprsppsrpsrppsrpsrppprpsrppsrprsprpspprspspsprspsppspsrpsprsrprprprpsprprsprpsprpsrpprsprspsrpsrprsprsprpsprsprsprspsrpprspsrprspsrpprspsprsprsprsprsprspsrppsrsrsprpsrppsrpsprpsprpspprsppprprpspssspprprprspprps
human or machine,0.042,207,rsppspprrssrsrsrsrsrsrprpsrssrsppprsprpsprpspsrpssprpsprsrprpsprrsrssssssrrrrrprspsrpspsprpprpprsprprpppspssssssrrprprprprprpspspspspspsrprpsrsrsrsrsrsrrpprpprrspsprsppspprrssrsrsrsrsrsrprpsrssrsppprsprpsprpspsrpssprpsprsrprpsprrsrssssssrrrrrprspsrpspsprpprpprsprprpppspssssssrrprprprprprpspspspspsps
human or machine,0.042,208,rsrrsrrpsspprsrpssrppsssrsppsrprpssrprspsrrrsprrrpsrspprrprppprprrrsrprssrsrsppsrsrsrprrprsrrspppsrrsppppppppprrpprsppprrrrrrspprsrrppsrrpsrpsprrpprspspspsspsrspssrpsrsrssrpsprrrsrrrprrpsppprssrrpsprsrspspprsrprsppsrrrppspsrprpppsprssrsrsssprsprrsrspsrrrprprpspsspsspprprssrrrppsrpsssrssprssrsppprrps
human or machine,0.042,209,sprsprpsprsprpsprpsrpsrpsrpsrpsprpsrpsprpsrpsppsrpsprpsprsprsprpsrpsprpsrpsprsprpsprpsrpsrpsprpsrpsprsprpsrpsprpsrprsprsprpsrsppsrprsprspprspsrpsrsprsrpsrpsrpsrpspsrsrsrsprpsrprprprpprrrrpsppsrpsprpsprpsprpspspprpprprpspspprpsrpsprpsprsprpsrpsprsprpsprpsrpspprpsrpsprsprpsrpsprpsrpsprpsprpsrpsprpspsp
human or machine,0.042,210,prpsrpsprpsrpsprpsrpsrpsrpsprpsrprpsrprpsprsprpsrpsrpsprsprpsrpsrpsrpspprpsrpsprpsrpsrpsrpsprpsrpsrpsprsprpsrpsrpsprsprpsrpsrpsprsprsprpsrpsrpsrpsprsprpprppspspspsprsprsprprrrrsrpsrpsrpsrpsprsprpsrpsrpsrpsrpsprsprsprsprsprpsrpsrpsrpsrpsrpsrpsrpsrpsrpspsrpsrpsrppspprrppprsrsrpsrpspsrpsprpsrpsprpsrpsp
human or machine,0.042,211,sppssssrsssrpsprsppsrppprrppssrprsprpppsrsspsprrsrssprpsprrsssssrppprpsspspsppsrsrrspppssrsrpspssspsprprspprspprsrsssprppssrsrsrspppprssrssrrpsrrrrpprppprrprsprppprrrrsrprssspsrrrpssrprsppprrprrsrppsprsprrsppsprrrrsrrrsppprrpppssrssspsssrpprpssspsrrssprpprpsrsrpsrspprpprrrppsprrppsrsrrppsrsppspprpps
human or machine,0.042,212,ppppsssssssppprprrprprprprprspsppspspssrsrsrsrsrspspspsprrpsrpsrpsrprsprsprsprsrrrsppsppppppppsrsrsrsrspsrsrsprspsrppsrpsrpsrpsrprsprsprsprrpsrssprrsrsrprpsprsprrpsrspprsrsprrpsrpsrrpsrpprrrpprprprprprpprrsrrsrsrsrsprsrpsprsprsprpsrsprsprsprsprsrsrpsprsprsprsprsprspsrpsrsprspsrpsrsprspsrrrrrrrrrrppp
human or machine,0.042,213,psrpsprpsprsprpsrpsprpsrpsprppssrrsrspsprspsrspsrsssrpssrspspsrsrspsprsrspspsrsrspsprssrpspsrsrpspsrsrpssrspsrsrsrppssrsrpspsrsrpssprsrpspsrsrpsprsrpssprsrpssprsrpsrspsrsppsrsrppsrssrpspsrsrpspsrsrpspsrsrpspsrsrpspsrsrprprssrpsrpsrpsprpsrpsprpsprsprpsrpsprpsrpsprppssrrsrspsprspsrspsrsssrpssrspspsrsr
human or machine,0.042,214,rspspppppprsrrsrsrsspsrrprsppssssrspsrrprsrrssrssprssspprrpppssrrsrpsrpsrsprssrpprpsrprpprsrprpspprsrppsrrsrrsppspsrsprpsppsrsspsrpppppsrspsssppprpsprpsprrrrsrrprrppsrrrsssrrrprprrrpsssppssppprsprpspprprprsrrsrrpsprsprsprrrrpspprrsrrprrrrprprssprrprrpsprpppppprssrsrprssrpspprsprspsppsrppsrssrrrsrsrr
human or machine,0.042,215,ssspsrsprprprsssspsppsrrssppsprsssprprsppssrssrpppsspprsprpsrrrrrrrrppssspsrpsprprrrppspprsprprssprpspprrsrrssppsrrrprsrssrrsrpppsrsrpssrprssrspsrsspspsrsprsssppsrsrsrsrprrssssrrrppprrsppsrssrpssrpprrsssspssspsrrrpsrpprrpspspprrpprprrprppsssrpssrrsrrsrprprrpppsspssprprrrsrrsrpppssrrsssrrpsrrpppppspr
human or machine,0.042,216,rrspsrsprpsprpsrspprprsrsprprprprsrsrsprprprpsrsrsrsrssprprppspspsppspspspppppsrspsrpspppppssrrspsrsprpsprpsrspprprsrsprprprprsrsrsprprprpsrsrsrsrssprprppspspsppspspspppppsrspsrpspppppssrrspsrsprpsprpsrspprprsrsprprprprsrsrsprprprpsrsrsrsrssprprppspspsppspspspppppsrspsrpspppppssrrspsrsprpsprpsrspprp
human or machine,0.042,217,rpsrpsrpsrpsprsprsrpsrpsrpsrpsrpsrpsrpsrpsprsprsprpsprpsrpsprsprsprsrsprpsrpsrpsrpsprsprpsrpsrpsprpsrpsrpspprprpsrpsrpsrspprpsrpsprsprpsrpsprpsprsprsprpsrpsrpsrpsrpsrpsrpspsprsprpsrpsrpsrpsrpsrsprsprsprpsrpsprpprsprsprsrsprsprsprsprsprpsrpspsprsprpsrpsrpsprpsrprpsrpspsrpsrpspsppsrprpsprsprpsrpsprspr
human or machine,0.042,218,pprssspprrpsrrpppsrppppssrpppspprprssprprsrpprrrrrrsrrsrpsrrrprprpsspppsssprsrssprssssrsrppsrrpppsrsrrssrsssrprrrrrpspprrrsrsprrspprrrsprpprsprprrrrpprppsrrpsrsrrppsrsrprssprpsrrpsrrrprppspprrprpprsssppsspspssrrprpsppssssspspprrssspsppppsrsprpprspprprspsprrrrpsprssrrrrsrrppppppsrrpssprsrsppspppspsrs
human or machine,0.042,219,rpsppprspppspsssssssrprrrprsrssspssspssppsssrppprprssrrpppssrssprpssprppsrsspsspsrsppsprrppsprprssrspsprsrsrspspsspsppprppppssprsspsppprrrsspsssspsrrprssssrsrspsrrprrsrppprprppsrsssrrrrspsssrrrrsprpsrrssrrsrrrspsrsrrsssppssrrrrsprsrsprpssrrpsprssprrprppprssrprpssrprsrprrrsrrsrrprprrsrprppprprspsprrr
human or machine,0.042,220,rpsprpsrppsrpsprpsrpsprpsrpsprprspsprpsprpsrpsrpsrpsprpsrpsrppsrpsrpsprsprpsrpsrpsprpsrprpsrpprspsrpsrprprppsrpsrpsrpsrpsprrpsprpspsrpsrpsrpspsrpsrpsrpsrpsrpsrpprspsrpsrprspsrprspprsprsprsprsprprsppsrpsrppsrppsrpsprspsrpsrpprpsrpsrpsrpsrprppsrpsrpsrpsprprsppsrpsrprsprsprsprsprssrprpssrprpprsppsrprsr
human or machine,0.042,221,sppssspppppssrsssppsspppprprpprrsppspprsrrppssssrpsrsrsrspsrrsrrppprpsprprsppppsrprsssrprsrpssssprspprssrprrrrsssprrssssssspspprsrppsppsrrpsrsrpsrsprrsrpppspppssssssprprpsrpsprsprssrspppsssrrssrsrsprppsssrpspsrpprssprprsrpppsrsrssrrsrpssrrrrrpsppsrprprrrpsssrprpsrprrsrpprrspprsppsrpppsrpsrpsrsprsssr
human or machine,0.042,222,psrsrpsprsprsprssprssprspsrrsrpprpsspsrpspsrpsrpsrpsrpssrpspsrpsprpspprppspsrppsrppsrpspsrpsrsrpssprsrsprsrsprsprsprsprsprsppspprsprsppsrppsrprrsprpssrpsrspsrsrpsprsprsprssprssprspsrrsrpprpsspsrpspsrpsrpsrpsrpssrpspsrpsprpspprppspsrppsrppsrpspsrpsrsrpssprsrsprsrsprsprsprsprsprsppspprsprsppsrppsrprrs
human or machine,0.042,223,spprspssrprrsrprspprrrrrrsrrrsprrspprssrpspsrpspprpprsspsrrsppspspppsppsrpppprsssspsprsrsrpprssrpppspsrpprrpprpprrsssrsrrrpsppsrpsspssspsrprspsrrpprrsrspsppppppspsssrrsssssssrrpspprsrrsppsssrppspsssrrppsppspprpssspprrssssssrpsrpsrsrrssrpsprssrprssrppprrsspprssppssprrrrpsssspspspssrprrrprsrrsrrprsrps
human or machine,0.042,224,rsprpsrpsprsprpsprsprpsrpsprsprpsrpsprspsprsprsprsprsprpsrpsrpsprsprsprpspspspsspspspspsspspspspspsppsspspspspspspspspspspspspspspspspspspspspspspspspspspsprprrprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprprpspspspspspspspspsprpsrpsprsprsprsprpsrpsprs
human or machine,0.042,225,prrpppprpssprpspsrsrppsspprsprprrsrspsppssrrrrprspprprsssrsrrssspssrprsprrrrpsrsrsrrspprssrrsssrssprrppspspsprsprrrrsprspsrspsrprpssrsrspssrrpsssprpsspppspppsprrrprsprrrrssspssppprprrssprspprrssrrsssssprsssrprspprpsprprssprpprrpspppsrprrrppsprsssppsssrrppsrpspsrprprpspsrrsppsrpprpprpprprpssrssrpppss
human or machine,0.042,226,spsppppspspsrpsspspsrrsrrrsssprrrsssprrsrspsppppspssrpppsppprrrpppsrprssrsrrsrsspsrrrrrrspsrrpprsspssprspprrrpsrppssrprrprprppspspsppsrsssrspsppppssrsspspsppspsrrrrssrprrsrssrsrrpprssrsrrspssprpsrsrpprprsprrrrsrsrrrsrsrrpsspsrprpsrrrrsrprpsssssrpprpssppspprppsspsrpprppsrrrsrrrsrprsrsrrsrpsspsrrprpsr
human or machine,0.042,227,ssssprsprprsppsrppsrsrsrprpsssrrsrsrrpsssspspssprsppprrrppsrrprrsprsrrrppsprrrrrrprsrsrssspsprrppppprrsrppspsrrsrrssrppsspppprsprsssrpsspppprrppssprpsppppprssrsrssppsrrsrprsppppspssprprssssspsssrrpsppppppsrprrsppsprrrsppprpprsrrpsssprrssrsrsrsssspprrsprsrspsrrppsprrpssprppppprrssprprrprrprpsrsspsrps
human or machine,0.042,228,psprrppprpprpprrsrsrpppsssspssrsrpsrpprsrpprsspprprrspppssprsrsssrrrrssrpppspprsrrppprsrpsrssppprrpsspsrsspsrrpsrssrrrssrrrrpssrrsrsrprsrpsppssspprrrrrpspsrspsrsprpsprspsrprprppssspsppsrrpsprppsrpprrrppsprprrrsrssrrrpprsrrpsspprrpsspsrpsspsrsrsssppsppprssssrsppsrsprsrsrprpssspprsrpssrrsrpsrsrsprrprr
human or machine,0.042,229,rsprsprsprpsrpsrpsrpsprsprsprpsrpsrpsrpsprsprpsrpsprsprsprpsprsprpsrpsrpsrpsrpsprsprsprpsrpsprsprsprpsrpsprsprpsrpsprpsrsprsprsprsrpsrpsrprsprsprsprpsrpsrpsrpsprsprsprpsrpsrpsrpsprsprpsrpsprsprsprpsprsprpsrpsrpsrpsrpsprsprsprpsrpsprsprsprpsrpsprsprpsrpsprpsrsprsprsprsrpsrpsrprsprsprsprpsrpsrpsrpsprs
human or machine,0.042,230,rssrrprsprprprrsprrpsrssrppssprsssspsrrsrpprprsspspprsssrpsprsprsprsprpprssprssprrrspsprrrrpspprpsspsrspspprprrppsrsrrsrrrppsrpsrpspspspsrrpsprsppppspsrppssrrpprprrpsrrsrpssrpsrprspspspsssssspsrsssrrprrpssrsssssrpsrsrppssppssppppprppsrpsspppsssppsspsrppppssrpsrrrprrrsssppssrsrrrrprrsprsrsspssrpsrpps
human or machine,0.042,231,sprssrssprppprssssrsrsssrprrspsrspsprsrprrrrpsprsssrpsrrprrppsspssrrprssrpsspprsspsrrrsrrprspprpppsspsppsprprpprpsspsrprsssprrrsprrrppsrspppsrrppssrrsspsrssrsrrprpspppsrrpppsrpspssrssppprrsrsrrrprrprrrrsrprsppspsrrssprprsprsrrrrspprprsrsprrpsprssprssrrpsrssprpsrrsprrrspsrrprrsrspspprsrsprsssrspprpsp
