code name,language,favorite number,believes aliens have this many eyes,level of coffee addiction,excitement for cs35,level of poptart love,height in cm,hiking or reading,location
classified,Hmmm,126,7,7,6,14,210,0,winners.splice.order
classified,python,168,14,6,168,7,,1,winners.splice.order
classified,,126,7,0,21,14,,0,winners.splice.order
classified,,3,7,210,0,168,,0,juniors.bids.ladder
classified,,7,6,1,6,126,168,1,juniors.bids.ladder
classified,,84,6,0,84,210,126,1,varieties.gift.verdict
classified,python,3,2,126,1,7,,0,entrepreneur.farmland.chains
classified,,14,6,210,84,1,,0,strategist.chroniclers.worryingly
classified,java,42,3,3,210,210,,0,strategist.chroniclers.worryingly
classified,,42,3,0,126,210,,1,strategist.chroniclers.worryingly
classified,python,126,7,7,14,3,,1,winners.splice.order
classified,,7,6,42,3,7,,1,juniors.bids.ladder
classified,,3,2,126,2,14,,1,entrepreneur.farmland.chains
classified,python,3,2,7,21,14,168,0,entrepreneur.farmland.chains
classified,,7,0,3,2,14,,1,entrepreneur.farmland.chains
classified,python,210,7,14,14,126,,0,winners.splice.order
classified,C+,2,0,0,3,7,210,0,entrepreneur.farmland.chains
classified,,168,6,21,84,21,,1,varieties.gift.verdict
classified,,42,3,2,126,210,,1,strategist.chroniclers.worryingly
classified,,42,3,6,210,210,,0,strategist.chroniclers.worryingly
classified,,42,3,2,126,210,168,1,strategist.chroniclers.worryingly
classified,,42,3,0,168,210,,0,strategist.chroniclers.worryingly
classified,,6,6,3,3,210,,0,juniors.bids.ladder
classified,,42,3,0,210,210,,0,strategist.chroniclers.worryingly
classified,,126,7,7,126,7,,1,winners.splice.order
classified,C+,7,14,0,3,168,168,0,juniors.bids.ladder
classified,,126,7,21,7,3,,1,winners.splice.order
classified,,42,7,21,126,0,,1,varieties.gift.verdict
classified,,3,2,42,3,2,168,1,entrepreneur.farmland.chains
classified,,126,14,1,42,2,,1,winners.splice.order
classified,Hmmm,1,0,168,0,1,210,1,entrepreneur.farmland.chains
classified,Hmmm,3,2,84,6,3,,0,entrepreneur.farmland.chains
classified,java,126,7,3,6,6,,0,winners.splice.order
classified,Hmmm,42,3,1,168,210,210,1,strategist.chroniclers.worryingly
classified,java,42,3,1,1,126,126,0,strategist.chroniclers.worryingly
classified,,3,2,42,2,7,168,1,entrepreneur.farmland.chains
classified,,126,7,2,21,21,,0,winners.splice.order
classified,,42,3,3,168,210,,1,strategist.chroniclers.worryingly
classified,,126,7,14,42,7,126,0,winners.splice.order
classified,C+,84,6,6,126,168,126,0,varieties.gift.verdict
classified,,7,1,1,21,7,,0,entrepreneur.farmland.chains
classified,racket,126,7,14,14,3,,0,winners.splice.order
classified,,3,2,126,7,2,210,0,entrepreneur.farmland.chains
classified,Hmmm,7,2,210,0,1,210,1,strategist.chroniclers.worryingly
classified,python,84,6,42,42,126,126,1,varieties.gift.verdict
classified,,3,7,21,42,126,,1,juniors.bids.ladder
classified,,3,2,42,6,6,126,0,entrepreneur.farmland.chains
classified,java,42,3,2,168,210,,0,strategist.chroniclers.worryingly
classified,python,6,14,6,14,7,,0,juniors.bids.ladder
classified,,42,2,7,42,6,,0,strategist.chroniclers.worryingly
classified,python,3,2,42,6,1,,1,entrepreneur.farmland.chains
classified,,7,14,1,21,84,,1,juniors.bids.ladder
classified,python,84,6,84,21,126,,1,varieties.gift.verdict
classified,java,42,3,0,210,210,,1,strategist.chroniclers.worryingly
classified,Hmmm,42,2,126,84,6,168,1,strategist.chroniclers.worryingly
classified,C+,7,14,2,6,3,,1,juniors.bids.ladder
classified,racket,126,14,210,0,42,,1,winners.splice.order
classified,,126,7,6,21,14,168,0,winners.splice.order
classified,java,3,2,42,6,6,,0,entrepreneur.farmland.chains
classified,,3,2,42,7,14,,0,entrepreneur.farmland.chains
classified,,7,6,42,210,7,,1,juniors.bids.ladder
classified,,42,3,2,168,210,168,0,strategist.chroniclers.worryingly
classified,python,210,6,2,84,6,,0,winners.splice.order
classified,racket,42,3,1,126,210,126,1,strategist.chroniclers.worryingly
classified,,6,14,42,21,1,168,0,juniors.bids.ladder
classified,,7,14,0,7,0,168,1,juniors.bids.ladder
classified,,7,14,1,3,2,,1,juniors.bids.ladder
classified,python,168,6,6,2,7,126,0,winners.splice.order
classified,Hmmm,126,7,1,42,84,210,1,winners.splice.order
classified,,126,7,7,21,7,,1,winners.splice.order
classified,,126,7,6,6,7,,1,winners.splice.order
classified,Hmmm,6,7,2,210,84,168,1,juniors.bids.ladder
classified,,21,6,126,14,6,,1,strategist.chroniclers.worryingly
classified,,84,6,1,126,210,168,1,varieties.gift.verdict
classified,,168,6,6,7,3,,1,varieties.gift.verdict
classified,,84,6,84,126,210,,1,varieties.gift.verdict
classified,,7,14,2,14,126,,1,juniors.bids.ladder
classified,,42,3,3,210,210,,0,strategist.chroniclers.worryingly
classified,,7,2,126,2,6,,1,entrepreneur.farmland.chains
classified,,126,7,21,84,3,126,1,winners.splice.order
classified,Hmmm,14,2,2,2,21,126,1,strategist.chroniclers.worryingly
classified,,126,14,7,14,6,,1,winners.splice.order
classified,,7,14,2,3,3,168,1,juniors.bids.ladder
classified,,3,2,126,7,3,126,1,entrepreneur.farmland.chains
classified,,84,6,1,126,126,168,1,varieties.gift.verdict
classified,,7,14,2,42,21,,1,juniors.bids.ladder
classified,,84,6,2,42,126,,1,varieties.gift.verdict
classified,java,3,2,126,3,6,,0,entrepreneur.farmland.chains
classified,,7,14,1,3,6,,0,juniors.bids.ladder
classified,C+,42,3,1,126,210,,1,strategist.chroniclers.worryingly
classified,racket,84,6,84,126,210,126,1,varieties.gift.verdict
classified,java,7,14,2,21,6,,0,juniors.bids.ladder
classified,,7,6,1,0,2,210,0,juniors.bids.ladder
classified,,3,2,21,2,42,168,1,entrepreneur.farmland.chains
classified,,126,7,3,21,42,,0,winners.splice.order
classified,python,21,2,14,210,126,,0,strategist.chroniclers.worryingly
classified,,84,6,14,21,168,,0,varieties.gift.verdict
classified,java,7,14,0,3,2,,1,juniors.bids.ladder
classified,python,7,14,0,42,7,126,0,juniors.bids.ladder
classified,,126,7,7,7,7,,1,winners.splice.order
classified,java,126,7,2,6,6,,1,winners.splice.order
classified,,42,3,1,126,210,,0,strategist.chroniclers.worryingly
classified,,3,2,126,7,2,,1,entrepreneur.farmland.chains
classified,C+,126,7,2,21,6,,1,winners.splice.order
classified,,210,14,21,21,1,168,0,winners.splice.order
classified,,3,14,168,14,126,,0,juniors.bids.ladder
classified,java,7,14,2,3,2,126,1,juniors.bids.ladder
classified,,42,3,1,126,210,,0,strategist.chroniclers.worryingly
classified,,14,2,14,1,42,,0,strategist.chroniclers.worryingly
classified,python,7,6,42,126,0,,1,juniors.bids.ladder
classified,,3,2,126,6,7,,1,entrepreneur.farmland.chains
classified,,126,6,2,7,42,,1,varieties.gift.verdict
classified,C+,3,2,126,3,2,,0,entrepreneur.farmland.chains
classified,racket,126,7,0,7,21,,0,winners.splice.order
classified,Hmmm,7,14,1,21,84,126,0,juniors.bids.ladder
classified,,126,7,7,84,14,,1,winners.splice.order
classified,,6,1,3,14,42,,0,entrepreneur.farmland.chains
classified,,126,7,6,21,42,126,1,winners.splice.order
classified,,126,7,21,126,21,,0,winners.splice.order
classified,Hmmm,2,0,14,42,21,126,0,entrepreneur.farmland.chains
classified,,42,3,3,168,210,,0,strategist.chroniclers.worryingly
classified,,7,14,0,7,2,,0,juniors.bids.ladder
classified,Hmmm,126,7,3,6,3,,1,winners.splice.order
classified,Hmmm,126,7,1,84,6,,0,winners.splice.order
classified,,84,3,168,6,0,,0,varieties.gift.verdict
classified,,84,6,42,168,210,210,1,varieties.gift.verdict
classified,,2,2,21,168,126,210,1,entrepreneur.farmland.chains
classified,Hmmm,7,14,1,14,84,,0,juniors.bids.ladder
classified,Hmmm,7,1,210,84,126,,0,entrepreneur.farmland.chains
classified,Hmmm,84,6,6,126,168,168,1,varieties.gift.verdict
classified,,210,7,42,126,84,,1,winners.splice.order
classified,java,84,6,1,21,126,,0,varieties.gift.verdict
classified,,3,2,42,1,14,,0,entrepreneur.farmland.chains
classified,java,7,14,0,14,1,,0,juniors.bids.ladder
classified,,126,7,6,84,3,,0,winners.splice.order
classified,C+,168,6,126,2,210,168,0,varieties.gift.verdict
classified,,168,6,126,1,1,210,1,winners.splice.order
classified,,126,7,3,7,21,126,1,winners.splice.order
classified,,42,3,6,210,210,,1,strategist.chroniclers.worryingly
classified,java,126,7,42,3,1,126,1,winners.splice.order
classified,C+,2,2,126,7,1,,0,entrepreneur.farmland.chains
classified,,3,2,126,7,2,,1,entrepreneur.farmland.chains
classified,racket,7,2,42,14,7,,0,entrepreneur.farmland.chains
classified,,3,2,168,6,3,,0,entrepreneur.farmland.chains
classified,,7,14,1,42,126,126,0,juniors.bids.ladder
classified,,210,7,0,6,7,,1,winners.splice.order
classified,,126,7,1,21,84,,1,winners.splice.order
classified,java,6,1,168,42,168,,1,entrepreneur.farmland.chains
classified,,7,14,2,6,1,,1,juniors.bids.ladder
classified,racket,84,6,84,168,126,,1,varieties.gift.verdict
classified,,42,2,1,210,2,126,0,strategist.chroniclers.worryingly
classified,C+,7,14,2,21,210,210,0,juniors.bids.ladder
classified,,3,6,168,3,84,,0,juniors.bids.ladder
classified,,84,6,21,42,126,,1,varieties.gift.verdict
classified,,21,2,126,6,168,,0,strategist.chroniclers.worryingly
classified,python,42,3,2,168,210,,0,strategist.chroniclers.worryingly
classified,,168,6,168,7,6,168,0,winners.splice.order
classified,Hmmm,7,14,1,6,2,,1,juniors.bids.ladder
classified,,210,14,210,126,168,,1,winners.splice.order
classified,,3,2,84,7,14,126,0,entrepreneur.farmland.chains
classified,Hmmm,14,6,2,6,21,,1,strategist.chroniclers.worryingly
classified,,42,6,2,168,14,210,1,varieties.gift.verdict
classified,,7,14,2,7,84,126,0,juniors.bids.ladder
classified,racket,3,6,42,84,168,,0,juniors.bids.ladder
classified,,84,6,0,84,168,,0,varieties.gift.verdict
classified,,42,3,3,210,210,,1,strategist.chroniclers.worryingly
classified,racket,3,2,126,2,3,168,0,entrepreneur.farmland.chains
classified,,7,14,0,21,1,168,1,juniors.bids.ladder
classified,racket,126,7,1,42,3,,1,winners.splice.order
classified,,7,14,1,42,6,,1,juniors.bids.ladder
classified,,7,14,1,14,14,,1,juniors.bids.ladder
classified,,84,6,3,210,126,,0,varieties.gift.verdict
classified,racket,84,6,1,168,168,,1,varieties.gift.verdict
classified,,21,7,2,168,6,210,1,varieties.gift.verdict
classified,,2,1,168,1,1,126,0,entrepreneur.farmland.chains
classified,,42,3,3,126,210,,0,strategist.chroniclers.worryingly
classified,,210,7,21,84,14,,0,winners.splice.order
classified,,3,2,126,2,3,,0,entrepreneur.farmland.chains
classified,Hmmm,126,7,3,6,14,,1,winners.splice.order
classified,,3,2,168,2,14,,0,entrepreneur.farmland.chains
classified,C+,3,14,42,14,21,,0,juniors.bids.ladder
classified,python,84,6,3,21,210,210,0,varieties.gift.verdict
classified,,42,3,6,126,210,,1,strategist.chroniclers.worryingly
classified,,42,3,2,210,210,168,1,strategist.chroniclers.worryingly
classified,C+,84,6,21,42,168,,0,varieties.gift.verdict
classified,java,126,14,2,210,0,168,1,winners.splice.order
classified,Hmmm,21,6,1,168,7,,1,strategist.chroniclers.worryingly
classified,,7,14,1,6,0,,0,juniors.bids.ladder
classified,,126,7,21,14,2,210,0,winners.splice.order
classified,,7,0,0,2,6,,1,entrepreneur.farmland.chains
classified,C+,7,14,2,42,3,126,1,juniors.bids.ladder
classified,,7,14,0,21,21,,0,juniors.bids.ladder
classified,,168,7,2,7,14,,1,varieties.gift.verdict
classified,,126,6,14,210,42,,0,winners.splice.order
classified,racket,42,3,0,126,210,,0,strategist.chroniclers.worryingly
classified,,3,2,42,1,1,,1,entrepreneur.farmland.chains
classified,Hmmm,126,6,168,21,210,,1,varieties.gift.verdict
classified,,42,3,0,126,210,126,1,strategist.chroniclers.worryingly
classified,python,21,6,6,2,84,,1,strategist.chroniclers.worryingly
classified,,84,2,2,210,168,168,1,strategist.chroniclers.worryingly
classified,,126,7,14,21,42,,0,winners.splice.order
classified,,6,0,6,21,2,,0,entrepreneur.farmland.chains
classified,,7,14,2,3,84,,1,juniors.bids.ladder
classified,,7,3,14,7,126,,0,strategist.chroniclers.worryingly
classified,racket,3,2,168,2,3,,0,entrepreneur.farmland.chains
classified,,42,3,1,168,210,168,0,strategist.chroniclers.worryingly
classified,,126,7,2,6,14,,1,winners.splice.order
classified,python,14,1,42,14,2,,1,entrepreneur.farmland.chains
classified,java,7,14,1,14,3,,0,juniors.bids.ladder
classified,,126,7,21,7,2,,1,winners.splice.order
classified,,7,14,2,3,7,,1,juniors.bids.ladder
classified,Hmmm,6,7,2,7,42,,1,juniors.bids.ladder
classified,,42,3,6,210,210,168,0,strategist.chroniclers.worryingly
classified,,42,3,0,210,210,168,0,strategist.chroniclers.worryingly
classified,,14,6,6,210,84,126,1,strategist.chroniclers.worryingly
classified,java,84,6,6,42,168,,1,varieties.gift.verdict
classified,,84,6,7,210,126,,1,varieties.gift.verdict
classified,Hmmm,6,7,84,0,6,126,0,juniors.bids.ladder
classified,,3,2,84,3,14,,0,entrepreneur.farmland.chains
classified,,7,14,1,21,168,,0,juniors.bids.ladder
classified,,3,2,168,3,1,,1,entrepreneur.farmland.chains
classified,,84,6,1,42,126,168,0,varieties.gift.verdict
classified,java,126,7,2,14,7,210,0,winners.splice.order
classified,java,7,14,1,42,168,126,1,juniors.bids.ladder
classified,,126,7,6,21,21,,1,winners.splice.order
classified,,126,7,6,42,14,168,1,winners.splice.order
classified,python,7,14,1,42,14,168,1,juniors.bids.ladder
classified,,42,3,2,126,210,,1,strategist.chroniclers.worryingly
classified,,168,14,14,84,3,,1,winners.splice.order
classified,python,42,3,1,126,210,,0,strategist.chroniclers.worryingly
classified,java,126,6,126,126,21,,0,winners.splice.order
classified,racket,168,7,42,21,2,,0,winners.splice.order
classified,Hmmm,7,14,2,7,14,,1,juniors.bids.ladder
classified,,168,7,6,168,168,168,0,winners.splice.order
classified,python,7,14,1,3,1,,0,juniors.bids.ladder
classified,,126,7,0,6,3,168,0,winners.splice.order
classified,,126,7,0,21,2,126,1,winners.splice.order
classified,python,42,7,3,2,3,,1,varieties.gift.verdict
classified,java,7,14,1,42,168,,1,juniors.bids.ladder
classified,Hmmm,42,2,2,14,84,,0,strategist.chroniclers.worryingly
classified,,84,6,3,168,126,,0,varieties.gift.verdict
classified,python,14,3,126,3,1,,1,strategist.chroniclers.worryingly
classified,,42,3,2,210,210,,1,strategist.chroniclers.worryingly
classified,,210,6,21,126,21,,1,winners.splice.order
classified,Hmmm,126,7,3,42,6,,0,winners.splice.order
classified,,2,1,42,84,21,,1,entrepreneur.farmland.chains
classified,,3,2,168,7,1,,0,entrepreneur.farmland.chains
classified,racket,21,6,3,42,210,,0,strategist.chroniclers.worryingly
classified,,7,14,1,7,6,,0,juniors.bids.ladder
classified,Hmmm,126,7,3,21,14,,0,winners.splice.order
classified,java,42,3,2,126,210,,1,strategist.chroniclers.worryingly
classified,,3,2,126,7,2,,0,entrepreneur.farmland.chains
classified,,84,6,1,126,126,,1,varieties.gift.verdict
classified,,7,14,1,6,2,210,1,juniors.bids.ladder
classified,,21,3,6,14,0,210,0,strategist.chroniclers.worryingly
classified,,84,6,21,84,168,,1,varieties.gift.verdict
classified,java,42,3,3,126,210,168,1,strategist.chroniclers.worryingly
classified,Hmmm,126,7,14,42,42,126,0,winners.splice.order
classified,,3,2,84,7,6,210,0,entrepreneur.farmland.chains
classified,,3,2,126,7,2,,0,entrepreneur.farmland.chains
classified,racket,84,6,3,126,210,,0,varieties.gift.verdict
classified,racket,2,2,168,0,21,,1,entrepreneur.farmland.chains
classified,,7,14,210,168,42,,0,juniors.bids.ladder
classified,,3,7,210,210,7,,0,juniors.bids.ladder
classified,,7,7,21,1,2,,1,juniors.bids.ladder
classified,C+,3,2,84,7,6,126,1,entrepreneur.farmland.chains
classified,racket,42,3,1,210,0,168,1,strategist.chroniclers.worryingly
classified,Hmmm,7,14,2,6,6,210,1,juniors.bids.ladder
classified,C+,1,1,14,1,168,,0,entrepreneur.farmland.chains
classified,,126,7,2,7,2,,0,winners.splice.order
classified,Hmmm,126,7,0,42,2,,0,winners.splice.order
classified,java,126,7,7,84,14,210,1,winners.splice.order
classified,,2,1,21,6,21,210,0,entrepreneur.farmland.chains
classified,C+,42,3,2,210,210,126,1,strategist.chroniclers.worryingly
classified,C+,168,7,168,2,6,,1,winners.splice.order
classified,racket,3,2,168,1,14,210,1,entrepreneur.farmland.chains
classified,,126,7,21,21,21,,1,winners.splice.order
classified,,84,2,42,21,84,168,1,strategist.chroniclers.worryingly
classified,,126,7,7,84,6,126,1,winners.splice.order
classified,,7,14,2,21,14,,0,juniors.bids.ladder
classified,,84,6,84,84,126,,1,varieties.gift.verdict
classified,,42,3,2,126,210,,0,strategist.chroniclers.worryingly
classified,,168,7,168,168,7,168,1,winners.splice.order
classified,,126,7,7,21,3,126,1,winners.splice.order
classified,,6,0,6,3,0,,1,entrepreneur.farmland.chains
classified,,126,7,3,168,1,,1,winners.splice.order
classified,,7,14,0,42,210,,0,juniors.bids.ladder
classified,C+,3,6,2,3,168,168,0,juniors.bids.ladder
classified,C+,84,6,3,84,168,,0,varieties.gift.verdict
classified,,126,7,21,126,7,210,0,winners.splice.order
classified,,3,2,168,2,6,,1,entrepreneur.farmland.chains
classified,,2,1,126,42,0,,1,entrepreneur.farmland.chains
classified,java,7,14,1,6,3,,0,juniors.bids.ladder
classified,,84,6,14,126,210,126,0,varieties.gift.verdict
classified,java,3,6,0,6,1,,0,juniors.bids.ladder
classified,java,84,6,84,126,126,168,0,varieties.gift.verdict
classified,C+,210,14,42,2,1,126,1,winners.splice.order
classified,,6,14,0,210,14,,0,juniors.bids.ladder
classified,,42,3,3,168,210,,0,strategist.chroniclers.worryingly
classified,,84,6,6,126,210,126,1,varieties.gift.verdict
classified,,84,6,0,168,210,168,0,varieties.gift.verdict
classified,,84,6,14,84,168,,1,varieties.gift.verdict
classified,Hmmm,7,14,1,21,14,,1,juniors.bids.ladder
classified,,7,2,126,0,2,126,0,entrepreneur.farmland.chains
classified,,126,7,3,14,14,,1,winners.splice.order
classified,,42,3,2,126,210,,0,strategist.chroniclers.worryingly
classified,java,84,6,42,126,210,,1,varieties.gift.verdict
classified,C+,84,6,0,21,210,210,0,varieties.gift.verdict
classified,java,84,6,1,210,168,,0,varieties.gift.verdict
classified,racket,168,6,42,6,84,,0,varieties.gift.verdict
classified,,42,3,6,126,210,,1,strategist.chroniclers.worryingly
classified,java,1,1,210,126,2,126,0,entrepreneur.farmland.chains
classified,,3,2,42,7,7,210,1,entrepreneur.farmland.chains
classified,racket,7,14,1,21,14,,0,juniors.bids.ladder
classified,java,126,7,7,42,21,,0,winners.splice.order
classified,,7,14,1,42,1,,1,juniors.bids.ladder
classified,,84,6,1,210,210,,1,varieties.gift.verdict
classified,,42,3,6,168,210,,0,strategist.chroniclers.worryingly
classified,,126,7,1,84,21,,0,winners.splice.order
classified,,3,2,168,3,14,,0,entrepreneur.farmland.chains
classified,python,3,2,42,1,6,210,0,entrepreneur.farmland.chains
classified,,42,3,6,126,210,168,0,strategist.chroniclers.worryingly
classified,C+,7,14,1,42,21,210,1,juniors.bids.ladder
classified,,84,6,1,210,126,,1,varieties.gift.verdict
classified,,42,7,168,84,21,,1,varieties.gift.verdict
classified,,42,3,3,210,210,126,0,strategist.chroniclers.worryingly
classified,,3,2,42,3,14,,0,entrepreneur.farmland.chains
classified,python,3,2,84,1,6,,1,entrepreneur.farmland.chains
classified,java,3,0,21,84,7,,0,entrepreneur.farmland.chains
classified,C+,7,3,1,21,21,,1,strategist.chroniclers.worryingly
classified,C+,126,7,0,14,14,126,0,winners.splice.order
classified,C+,168,6,168,2,2,,0,varieties.gift.verdict
classified,,42,3,3,210,210,126,1,strategist.chroniclers.worryingly
classified,java,42,3,0,126,210,,0,strategist.chroniclers.worryingly
classified,C+,6,7,3,168,126,,1,juniors.bids.ladder
classified,,14,2,21,84,0,168,0,entrepreneur.farmland.chains
classified,Hmmm,42,3,6,168,210,,0,strategist.chroniclers.worryingly
classified,,7,0,168,21,2,,1,entrepreneur.farmland.chains
classified,,7,14,2,42,6,126,0,juniors.bids.ladder
classified,,210,7,6,0,42,,1,winners.splice.order
classified,,84,3,3,168,2,,0,varieties.gift.verdict
classified,,6,6,42,1,21,,0,juniors.bids.ladder
classified,,126,7,2,84,21,,1,winners.splice.order
classified,racket,84,6,1,126,210,,1,varieties.gift.verdict
classified,,84,6,7,42,126,,0,varieties.gift.verdict
classified,racket,7,0,14,0,21,,0,entrepreneur.farmland.chains
classified,C+,7,6,7,6,3,,0,strategist.chroniclers.worryingly
classified,,3,2,126,1,7,,0,entrepreneur.farmland.chains
classified,,42,3,2,210,210,126,1,strategist.chroniclers.worryingly
classified,java,84,6,84,42,168,126,1,varieties.gift.verdict
classified,,126,7,1,14,2,126,0,winners.splice.order
classified,,42,3,2,126,210,168,1,strategist.chroniclers.worryingly
classified,,3,2,42,2,2,126,1,entrepreneur.farmland.chains
classified,,126,7,2,7,6,210,1,winners.splice.order
classified,,3,2,168,1,1,210,1,entrepreneur.farmland.chains
classified,,42,3,0,168,210,168,1,strategist.chroniclers.worryingly
classified,python,168,7,42,1,14,168,1,winners.splice.order
classified,racket,126,6,7,168,84,210,0,winners.splice.order
classified,,210,14,168,84,126,,0,winners.splice.order
classified,java,84,6,6,210,126,,1,varieties.gift.verdict
classified,,42,3,1,168,210,168,1,strategist.chroniclers.worryingly
classified,Hmmm,7,14,2,7,3,,1,juniors.bids.ladder
classified,Hmmm,84,6,7,84,168,210,1,varieties.gift.verdict
classified,,42,3,3,126,210,,1,strategist.chroniclers.worryingly
classified,,3,2,84,6,6,168,1,entrepreneur.farmland.chains
classified,Hmmm,168,6,14,0,21,168,1,varieties.gift.verdict
classified,java,126,7,6,21,21,,1,winners.splice.order
classified,,3,2,42,6,2,,1,entrepreneur.farmland.chains
classified,,126,7,1,6,6,,0,winners.splice.order
classified,,7,14,0,14,7,126,1,juniors.bids.ladder
classified,Hmmm,3,14,3,7,168,,1,juniors.bids.ladder
classified,java,210,7,84,2,1,,0,winners.splice.order
classified,,6,0,14,126,21,,1,entrepreneur.farmland.chains
classified,,3,6,2,2,0,,1,juniors.bids.ladder
classified,,42,3,6,168,210,,1,strategist.chroniclers.worryingly
classified,,7,14,0,3,210,,0,juniors.bids.ladder
classified,java,7,6,168,21,0,,1,strategist.chroniclers.worryingly
classified,Hmmm,126,14,7,168,168,,1,winners.splice.order
classified,C+,7,1,0,42,3,,0,entrepreneur.farmland.chains
classified,,84,6,42,210,168,168,1,varieties.gift.verdict
classified,,7,14,2,42,1,126,1,juniors.bids.ladder
classified,,3,2,84,2,6,,1,entrepreneur.farmland.chains
classified,,126,7,3,6,6,,0,winners.splice.order
classified,Hmmm,84,6,7,168,168,126,0,varieties.gift.verdict
classified,,42,3,1,210,210,,1,strategist.chroniclers.worryingly
classified,,3,2,126,3,2,,0,entrepreneur.farmland.chains
classified,,3,2,126,7,2,210,0,entrepreneur.farmland.chains
classified,C+,7,14,0,14,7,168,0,juniors.bids.ladder
classified,,84,6,1,126,168,210,1,varieties.gift.verdict
classified,racket,7,14,1,3,1,,0,juniors.bids.ladder
classified,,3,2,168,2,3,210,0,entrepreneur.farmland.chains
classified,racket,2,1,3,168,14,,1,entrepreneur.farmland.chains
classified,python,42,3,1,168,210,210,1,strategist.chroniclers.worryingly
classified,Hmmm,84,6,21,42,126,,0,varieties.gift.verdict
classified,,7,14,2,42,1,,0,juniors.bids.ladder
classified,,7,14,2,6,168,210,1,juniors.bids.ladder
classified,,126,7,0,14,14,210,0,winners.splice.order
classified,,42,3,1,168,210,,0,strategist.chroniclers.worryingly
classified,,14,2,84,1,0,,0,entrepreneur.farmland.chains
classified,java,3,2,126,6,3,,1,entrepreneur.farmland.chains
classified,java,84,6,3,126,210,,1,varieties.gift.verdict
classified,Hmmm,210,6,210,126,14,,0,winners.splice.order
classified,java,42,3,0,168,210,,1,strategist.chroniclers.worryingly
classified,,126,3,7,42,210,,1,varieties.gift.verdict
classified,C+,84,6,2,210,126,,0,varieties.gift.verdict
classified,C+,7,14,0,42,2,,1,juniors.bids.ladder
classified,,7,14,0,42,21,,1,juniors.bids.ladder
classified,java,84,6,6,168,210,,0,varieties.gift.verdict
classified,,14,3,0,14,2,,1,strategist.chroniclers.worryingly
classified,,3,2,84,2,1,,1,entrepreneur.farmland.chains
classified,,84,3,1,6,0,,1,strategist.chroniclers.worryingly
classified,Hmmm,84,6,21,210,168,,0,varieties.gift.verdict
classified,C+,3,7,14,84,42,,0,juniors.bids.ladder
classified,,7,14,0,7,7,,1,juniors.bids.ladder
classified,,3,2,168,2,2,,1,entrepreneur.farmland.chains
classified,python,7,14,2,6,14,210,0,juniors.bids.ladder
classified,,126,7,0,42,42,,1,winners.splice.order
classified,,7,14,1,42,84,210,0,juniors.bids.ladder
classified,Hmmm,126,7,0,126,2,210,0,winners.splice.order
classified,,42,3,3,126,210,,1,strategist.chroniclers.worryingly
classified,,84,6,14,84,126,,0,varieties.gift.verdict
classified,java,7,14,0,7,14,168,0,juniors.bids.ladder
classified,,84,6,1,168,210,,1,varieties.gift.verdict
classified,,42,3,2,210,210,,1,strategist.chroniclers.worryingly
classified,Hmmm,126,7,1,210,3,168,0,winners.splice.order
classified,,7,2,84,3,21,,1,entrepreneur.farmland.chains
classified,racket,7,14,2,42,1,210,1,juniors.bids.ladder
classified,,126,6,14,2,2,,1,winners.splice.order
classified,Hmmm,126,7,14,126,3,,1,winners.splice.order
classified,,7,14,1,42,42,,1,juniors.bids.ladder
classified,,3,2,84,6,2,,0,entrepreneur.farmland.chains
classified,,6,2,1,210,14,168,1,entrepreneur.farmland.chains
classified,java,126,7,21,7,84,,0,winners.splice.order
classified,java,84,6,42,168,168,168,0,varieties.gift.verdict
classified,,42,3,2,168,210,,1,strategist.chroniclers.worryingly
classified,C+,3,2,126,1,7,,0,entrepreneur.farmland.chains
classified,C+,14,0,126,42,21,,0,entrepreneur.farmland.chains
classified,,7,3,3,7,210,,0,strategist.chroniclers.worryingly
classified,,7,14,1,42,1,,1,juniors.bids.ladder
classified,,210,7,7,126,14,,0,winners.splice.order
classified,python,3,2,84,3,3,,0,entrepreneur.farmland.chains
classified,,3,7,84,0,42,,0,juniors.bids.ladder
classified,java,3,2,168,2,6,,1,entrepreneur.farmland.chains
classified,,7,7,7,7,126,,0,juniors.bids.ladder
classified,Hmmm,84,6,0,126,126,,1,varieties.gift.verdict
classified,Hmmm,6,7,6,2,210,126,0,juniors.bids.ladder
classified,,126,7,7,84,21,,1,winners.splice.order
classified,C+,126,7,14,14,3,,0,winners.splice.order
classified,C+,3,7,3,6,126,168,0,juniors.bids.ladder
classified,,210,14,84,42,0,,1,winners.splice.order
classified,,84,6,84,21,126,,0,varieties.gift.verdict
classified,,7,14,1,7,1,168,0,juniors.bids.ladder
classified,,3,2,42,3,6,,0,entrepreneur.farmland.chains
classified,racket,3,2,168,6,6,,0,entrepreneur.farmland.chains
classified,,210,6,0,14,7,,1,winners.splice.order
classified,,84,6,1,168,126,210,0,varieties.gift.verdict
classified,Hmmm,14,0,126,210,126,126,1,entrepreneur.farmland.chains
classified,racket,84,6,0,21,168,,0,varieties.gift.verdict
classified,java,21,6,0,0,2,210,0,strategist.chroniclers.worryingly
classified,,7,6,21,1,21,,1,strategist.chroniclers.worryingly
classified,,7,14,2,3,0,,1,juniors.bids.ladder
classified,java,84,6,1,84,126,,1,varieties.gift.verdict
classified,,126,7,2,7,14,,0,winners.splice.order
classified,C+,42,3,6,210,210,,1,strategist.chroniclers.worryingly
